Nr okręgu,Nr obwodu,Nazwa,Siedziba,Typ,Granice,Liczba mieszkańców,Liczba wyborców,PR - liczba wyborców,PR - liczba kart w urnie,RM - liczba wyborców,RM - liczba kart w urnie
3,83,Poznańska Ogólnokształcąca Szkoła Muzyczna I stopnia nr 2 im. Tadeusza Szeligowskiego,ul. Bydgoska 4 Poznań,stały,"ul. Berdychowo parzyste 4, ul. Bydgoska wszystkie adresy, ul. Cybińska wszystkie adresy, ul. Dziekańska wszystkie adresy, ul. Filipińska wszystkie adresy, ul. Gdańska wszystkie adresy, ul. Jana Lubrańskiego wszystkie adresy, ul. Jana Pawła II parzyste 2 - 14, ul. ks. Ignacego Posadzego wszystkie adresy, ul. Nowe Zagórze wszystkie adresy, ul. Ostrów Tumski wszystkie adresy, ul. Ostrówek wszystkie adresy, ul. Panny Marii nieparzyste 1, parzyste 2 - 4, ul. Prymasa Stefana Wyszyńskiego wszystkie adresy, rynek Śródecki wszystkie adresy, ul. Śródka wszystkie adresy, ul. św. Jacka wszystkie adresy, ul. Wieżowa wszystkie adresy, ul. Zagórze wszystkie adresy",1362,1132,1152,480,1152,480
3,84,Szkoła Podstawowa nr 85 im. Kawalerów Maltańskich,ul. Piotra Tomickiego 16 Poznań,stały,"ul. Andrzeja Łaskarza nieparzyste 3 - 7, parzyste 6, ul. Jana Pawła II nieparzyste 1, ul. Komandoria wszystkie adresy, ul. Piotra Tomickiego wszystkie adresy, ul. Stanisława Konarskiego wszystkie adresy, ul. Stanisława Małachowskiego nieparzyste 19 - 55, ul. św. Michała nieparzyste 9 - 29, ul. Świętojańska wszystkie adresy, ul. Warszawska nieparzyste 17 - 33b",2320,1955,1984,1041,1984,1042
3,85,Szkoła Podstawowa nr 85 im. Kawalerów Maltańskich,ul. Piotra Tomickiego 16 Poznań,stały,"ul. Andrzeja Łaskarza parzyste 2 - 4, ul. Chlebowa wszystkie adresy, ul. Główna nieparzyste 3, parzyste 6 - 14, ul. Koronkarska wszystkie adresy, ul. ks. Zdzisława Bernata wszystkie adresy, ul. Panny Marii nieparzyste 3 - 3C, ul. Stanisława Małachowskiego nieparzyste 1 - 15, parzyste 2 - 14, ul. Studzienna nieparzyste 1, 3 - 17, ul. św. Michała nieparzyste 31 - 77, ul. św. Wincentego wszystkie adresy, ul. Zawady wszystkie adresy",1950,1556,1608,800,1608,800
3,86,Szkoła Podstawowa nr 45 im. Okrętu Rzeczypospolitej Polskiej Poznań,ul. Główna 42 Poznań,stały,"ul. Aleksandra Studniarskiego wszystkie adresy, ul. Bałtycka nieparzyste 3 - 37, parzyste 4a - 34 - 36, ul. Blacharska wszystkie adresy, ul. Chemiczna wszystkie adresy, ul. Czerwonacka wszystkie adresy, ul. Gdyńska nieparzyste 13 - 41, ul. Główna nieparzyste 5 - 51, parzyste 28 - 74, ul. Harcerska wszystkie adresy, ul. Helska wszystkie adresy, ul. Kotlarska wszystkie adresy, ul. Krańcowa parzyste 2 - 6, ul. Krótka wszystkie adresy, ul. Mariacka wszystkie adresy, ul. Nadolnik nieparzyste 3 - 9, 11 - 13C, 17A - 17D, parzyste 2 - 8, ul. Prymasa Augusta Hlonda wszystkie adresy, ul. Rozewska wszystkie adresy, ul. Rzeczna wszystkie adresy, ul. Skromna wszystkie adresy, ul. Smolna wszystkie adresy, ul. Studzienna parzyste 4 - 14a, ul. Średnia wszystkie adresy, ul. św. Michała parzyste 96 - 100, ul. Wiejska wszystkie adresy, rynek Wschodni wszystkie adresy, ul. Wschodnia wszystkie adresy",2478,1958,1953,941,1953,944
3,87,Szkoła Podstawowa nr 45 im. Okrętu Rzeczypospolitej Polskiej Poznań,ul. Harcerska 3 Poznań,stały,"ul. Bałtycka nieparzyste 43 - 69, parzyste 40 - 50, ul. Bartnicza wszystkie adresy, ul. Energetyczna wszystkie adresy, ul. Gdyńska parzyste 4 - 44, ul. Główna nieparzyste 53 - 67, ul. Gnieźnieńska wszystkie adresy, ul. Janikowska wszystkie adresy, ul. Kołodzieja wszystkie adresy, ul. Kosiarzy wszystkie adresy, ul. Krańcowa nieparzyste 3, ul. Nadolnik nieparzyste 9a, 15, parzyste 10 - 16C, ul. Prząśniczki wszystkie adresy, ul. Sucha wszystkie adresy, ul. Syrenia wszystkie adresy, ul. Urwista wszystkie adresy",1901,1523,1529,569,1529,569
3,88,Szkoła Podstawowa nr 46 im. Marii Dąbrowskiej,ul. Inowrocławska 19 Poznań,stały,"ul. Barcińska wszystkie adresy, ul. Czerniejewska wszystkie adresy, ul. Gąsawska wszystkie adresy, ul. Inowrocławska wszystkie adresy, ul. Kcyńska wszystkie adresy, ul. Kępa wszystkie adresy, ul. Kolska wszystkie adresy, ul. Konińska wszystkie adresy, ul. Koronowska wszystkie adresy, ul. Kostrzyńska wszystkie adresy, ul. Krańcowa nieparzyste 5 - 53a, ul. Kruszwicka wszystkie adresy, ul. Kutnowska wszystkie adresy, ul. Łabiszyńska wszystkie adresy, ul. Łęczycka wszystkie adresy, ul. Łowicka wszystkie adresy, ul. Mogileńska nieparzyste 37 - 55, parzyste 22 - 50, ul. Nakielska wszystkie adresy, ul. Nieszawska wszystkie adresy, ul. Pilska wszystkie adresy, ul. Płocka wszystkie adresy, ul. Powidzka wszystkie adresy, ul. Radziejowska wszystkie adresy, ul. Rogowska wszystkie adresy, ul. Słupecka wszystkie adresy, ul. Swarzędzka wszystkie adresy, ul. Toruńska wszystkie adresy, ul. Trzemeszeńska wszystkie adresy, ul. Warszawska nieparzyste 99 - 231, ul. Witkowska wszystkie adresy, ul. Wrzesińska wszystkie adresy",2356,1892,1886,1110,1886,1111
3,89,Szkoła Podstawowa nr 46 im. Marii Dąbrowskiej,ul. Inowrocławska 19 Poznań,stały,"ul. Bnińska wszystkie adresy, ul. Koralowa wszystkie adresy, ul. Krańcowa parzyste 10 - 98, ul. Miłosławska wszystkie adresy, ul. Średzka wszystkie adresy, ul. św. Michała parzyste 18 - 62, ul. Termalna wszystkie adresy, ul. Warszawska nieparzyste 37 - 93, parzyste 82 - 82/298, ul. Zaniemyska wszystkie adresy, ul. Zdrojowa wszystkie adresy",2119,1742,1723,760,1723,760
3,90,Szkoły Katolickiego Stowarzyszenia Wychowawców im. bł. Natalii Tułasiewicz,ul. Mińska 32 Poznań,stały,"ul. Augustowska wszystkie adresy, ul. Białostocka wszystkie adresy, ul. Brzeska wszystkie adresy, ul. Czekalskie wszystkie adresy, ul. Goplańska wszystkie adresy, ul. Krańcowa nieparzyste 55 - 91, ul. Lidzka wszystkie adresy, ul. Łomżyńska wszystkie adresy, ul. Mińska wszystkie adresy, ul. Modlińska wszystkie adresy, ul. Mogileńska nieparzyste 1 - 31A, parzyste 2 - 10G, ul. Nowogrodzka wszystkie adresy, ul. Otwocka wszystkie adresy, ul. Pobiedziska wszystkie adresy, ul. Pułtuska wszystkie adresy, ul. Pusta parzyste 14/16 - 36, ul. Terespolska wszystkie adresy, ul. Warszawska parzyste 84a - 142, ul. Zambrowska wszystkie adresy",2307,1795,1798,1145,1798,1144
3,91,Szkoła Podstawowa nr 55 im. Jurija Gagarina,ul. Szpaków 1 Poznań,stały,"ul. abpa Walentego Dymka nieparzyste 231, parzyste 220 - 222, ul. Folwarczna nieparzyste 19 - 23D, parzyste 18 - 24, ul. Kaprala Wojtka wszystkie adresy, os. Przemysława wszystkie adresy, ul. Wiankowa nieparzyste 1 - 1A, ul. Żelazna nieparzyste 9 - 23a, parzyste 10 - 18b",2093,1667,1682,972,1682,971
3,92,Zespół Szkolno-Przedszkolny nr 7,ul. Leszka 42 Poznań,stały,"ul. Bolesławy wszystkie adresy, ul. Bożeny wszystkie adresy, ul. Browarna nieparzyste 37, parzyste 44 - 58, ul. Danuty wszystkie adresy, ul. Dobrochny wszystkie adresy, ul. Dobromiły wszystkie adresy, ul. Gniewka wszystkie adresy, ul. Haliny wszystkie adresy, ul. Kwiryny wszystkie adresy, ul. Leszka nieparzyste 55 - 63a, parzyste 58 - 92, ul. Ludmiły wszystkie adresy, ul. Mścibora nieparzyste 67, parzyste 28 - 102, ul. Pusta nieparzyste 17 - 35a, ul. Radowita wszystkie adresy, ul. Sabiny wszystkie adresy, ul. Sędziwoja nieparzyste 41 - 61, parzyste 34 - 46, ul. Swantibora nieparzyste 67 - 77, ul. św. Kingi wszystkie adresy, ul. Świętochny wszystkie adresy, ul. Unisława parzyste 2 - 28, ul. Wandy wszystkie adresy, ul. Warszawska parzyste 246 - 246B, ul. Wiesławy wszystkie adresy, ul. Władymira wszystkie adresy, ul. Zdzisławy wszystkie adresy, ul. Ziemowita wszystkie adresy",2563,2081,2085,1248,2085,1248
3,93,Zespół Szkolno-Przedszkolny nr 7,ul. Leszka 42 Poznań,stały,"ul. Arkońska wszystkie adresy, ul. Bałtycka nieparzyste 79 - 79B, parzyste 96, ul. Borowikowa wszystkie adresy, ul. Browarna nieparzyste 3, parzyste 4 - 42, ul. Chociebora wszystkie adresy, ul. Cieszymira wszystkie adresy, ul. Cyraneczki wszystkie adresy, ul. Darniowa wszystkie adresy, ul. Dobrowita wszystkie adresy, ul. Drwali wszystkie adresy, ul. Dzicza wszystkie adresy, ul. Główieniec wszystkie adresy, ul. Gorzysława wszystkie adresy, ul. Górska wszystkie adresy, ul. Grodnicka wszystkie adresy, ul. Jaromińska wszystkie adresy, ul. Jaromira wszystkie adresy, ul. Kamieńska wszystkie adresy, ul. Kormorana wszystkie adresy, ul. Krośniewicka wszystkie adresy, ul. Krzyżówki wszystkie adresy, ul. Leszka nieparzyste 13 - 25a, 31a - 53, parzyste 2 - 56b, ul. Leśna wszystkie adresy, ul. Leśników wszystkie adresy, ul. Letnia wszystkie adresy, ul. Ludosławy wszystkie adresy, ul. Łyski wszystkie adresy, ul. Mewy wszystkie adresy, ul. Miłowita wszystkie adresy, ul. Mścibora nieparzyste 1 - 63, parzyste 2 - 26a, ul. Perkoza wszystkie adresy, ul. Podbórska wszystkie adresy, ul. Podleśna wszystkie adresy, ul. Poziomkowa wszystkie adresy, ul. Radziwoja wszystkie adresy, ul. Ranowska wszystkie adresy, ul. Rugijska wszystkie adresy, ul. Rybitwy wszystkie adresy, ul. Sarnia wszystkie adresy, ul. Sędziwoja nieparzyste 3 - 39a, parzyste 4a - 28, ul. Sławomira wszystkie adresy, ul. Smołdzinowska wszystkie adresy, ul. Sobiesława wszystkie adresy, ul. Sobolowa wszystkie adresy, ul. Sośnicka wszystkie adresy, ul. Starachowicka wszystkie adresy, ul. Starkowska wszystkie adresy, ul. Strzałkowska wszystkie adresy, ul. Swantibora nieparzyste 1 - 61, parzyste 14 - 44, ul. Światopełka wszystkie adresy, ul. Świętowidzka wszystkie adresy, ul. Unisława nieparzyste 1 - 23, ul. Uznamska wszystkie adresy, ul. Warpińska wszystkie adresy, ul. Warszawska nieparzyste 349 - 373, ul. Witosława wszystkie adresy, ul. Za Cybiną wszystkie adresy, ul. Zbyłowita wszystkie adresy, ul. Zbyszka wszystkie adresy, ul. Zdunowska wszystkie adresy, ul. Zieleńska wszystkie adresy, ul. Zieliniec wszystkie adresy, ul. Zimorodka wszystkie adresy",2633,2093,2096,1240,2096,1238
3,94,Szkoła Podstawowa nr 55 im. Jurija Gagarina,ul. Szpaków 1 Poznań,stały,"ul. abpa Walentego Dymka parzyste 300 - 304, ul. Borówki wszystkie adresy, ul. Borsucza wszystkie adresy, ul. Browarna nieparzyste 39 - 45, ul. Darzyborska wszystkie adresy, ul. Darzyńska nieparzyste 27, parzyste 16/18 - 26, ul. Dzieci Wrzesińskich wszystkie adresy, ul. Folwarczna nieparzyste 25a - 27c, 29a - 39, parzyste 26A - 38E, ul. Gronostajowa wszystkie adresy, ul. Kobylepole wszystkie adresy, ul. Lisia wszystkie adresy, ul. Piwna wszystkie adresy, ul. Reknicka wszystkie adresy, ul. Rysia wszystkie adresy, ul. Sępia wszystkie adresy, ul. Stalowa wszystkie adresy, ul. Szpaków wszystkie adresy, ul. Szwajcarska nieparzyste 11 - 15, ul. Wczasowa wszystkie adresy, ul. Wiewiórcza wszystkie adresy, ul. Wilcza wszystkie adresy, ul. Włodzimierza Majakowskiego wszystkie adresy, ul. Zajęcza wszystkie adresy, ul. Żbikowa wszystkie adresy",2412,1867,1879,1093,1879,1088
3,95,Szkoła Podstawowa nr 6 im. Hipolita Cegielskiego z Oddziałami Integracyjnymi,os. Rusa 56 Poznań,stały,"ul. abpa Walentego Dymka parzyste 212 - 214B, os. Rusa nieparzyste 101 - 137, parzyste 102 - 138, ul. Szwajcarska nieparzyste 1 - 7b, ul. Żelazna parzyste 2",2226,1867,1866,1084,1866,1086
3,96,Szkoła Podstawowa nr 6 im. Hipolita Cegielskiego z Oddziałami Integracyjnymi,os. Rusa 56 Poznań,stały,"ul. Barana wszystkie adresy, ul. Byka wszystkie adresy, ul. Koziorożca wszystkie adresy, ul. Lwa nieparzyste 25 - 27A, ul. Panny wszystkie adresy, ul. Piaśnicka wszystkie adresy, ul. Raka wszystkie adresy, os. Rusa nieparzyste 15 - 99, parzyste 16 - 100, ul. Ryb wszystkie adresy, ul. Skorpiona wszystkie adresy, ul. Strzelca wszystkie adresy, ul. Wodnika wszystkie adresy, ul. Zodiakowa wszystkie adresy",2535,2035,2044,1383,2044,1383
3,97,Szkoła Podstawowa nr 6 im. Hipolita Cegielskiego z Oddziałami Integracyjnymi,os. Rusa 56 Poznań,stały,"ul. Bliźniąt parzyste 12 - 14d, ul. Chartowo nieparzyste 21 - 31, ul. Kurlandzka nieparzyste 65, os. Rusa nieparzyste 1 - 13, parzyste 2 - 12",2608,2190,2203,1298,2203,1298
3,98,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 Poznań,stały,"ul. abpa Antoniego Baraniaka nieparzyste 91, parzyste 158 ul. abpa Walentego Dymka nieparzyste 199, parzyste 186 - 200, ul. Bliźniąt nieparzyste 1 - 17, ul. Chartowo nieparzyste 5, ul. Lwa nieparzyste 1 - 19, parzyste 2 - 30, os. Tysiąclecia nieparzyste 45 - 71, parzyste 46 - 72, ul. Wagi wszystkie adresy, ul. Wiankowa nieparzyste 3, parzyste 2",2644,2204,2230,1379,2230,1381
3,99,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 Poznań,stały,"ul. Inflancka nieparzyste 25 - 45, al. ks. Mieczysława Radziejewskiego wszystkie adresy, os. Tysiąclecia nieparzyste 3 - 43, 73, parzyste 4 - 42",1801,1489,1452,954,1452,954
3,100,Szkoła Podstawowa nr 51 im. Bronisława Szwarca,os. Lecha 37 Poznań,stały,"os. Lecha nieparzyste 3 - 39, 57 - 65, parzyste 2 - 42, 58 - 66",2637,2231,2252,1382,2252,1385
3,101,Szkoła Podstawowa nr 51 im. Bronisława Szwarca,os. Lecha 37 Poznań,stały,"os. Lecha nieparzyste 43 - 55, 67 - 129, parzyste 44 - 56, 68 - 104, 106 - 128",2651,2205,2209,1312,2209,1314
3,102,Zespół Szkół Ogólnokształcących nr 4 im. ks. prof. Józefa Tischnera,os. Czecha 59 Poznań,stały,"os. Czecha nieparzyste 5 - 25, 49 - 89, parzyste 6 - 24, 50 - 88, ul. Wiatraczna wszystkie adresy",2558,2149,2160,1349,2160,1357
3,103,Zespół Szkół Ogólnokształcących nr 4 im. ks. prof. Józefa Tischnera,os. Czecha 59 Poznań,stały,"ul. Bolesława Krzywoustego nieparzyste 67 - 71, os. Czecha nieparzyste 27 - 47, 91 - 139, parzyste 26 - 48, 90 - 96, 98 - 140, ul. Franowo wszystkie adresy, ul. Klenowska wszystkie adresy, ul. Kłońska wszystkie adresy, ul. Łosiowa wszystkie adresy, ul. Łuczkowska wszystkie adresy, ul. Szwajcarska parzyste 14, ul. Szwedzka wszystkie adresy, ul. Ternicka wszystkie adresy",2445,2025,2054,1224,2054,1224
3,104,Szkoła Podstawowa nr 61 im. Komisji Edukacji Narodowej,ul. Szczepankowo 72a Poznań,stały,"ul. Agrestowa wszystkie adresy, ul. Bobrownicka nieparzyste 15 - 47A, ul. Bodawska nieparzyste 3 - 11, parzyste 4 - 6A, ul. Brokułowa wszystkie adresy, ul. Brzoskwiniowa wszystkie adresy, ul. Chotomińska parzyste 2 - 4, ul. Darzyńska parzyste 28 - 52, ul. Dyniowa wszystkie adresy, ul. Iłowska nieparzyste 1 - 27A, ul. Jagodowa wszystkie adresy, ul. Jeżynowa wszystkie adresy, ul. Ługańska nieparzyste 1 - 25, parzyste 6 - 24, ul. Michałowo nieparzyste 1 - 147, parzyste 2 - 68, ul. Morwowa wszystkie adresy, ul. Ostrowska parzyste 322, ul. Owocowa wszystkie adresy, ul. Porzeczkowa nieparzyste 1 - 49a, parzyste 2 - 18, ul. Przedpole wszystkie adresy, ul. Roślinna wszystkie adresy, ul. Salicka wszystkie adresy, ul. Sierpowa wszystkie adresy, ul. Skibowa nieparzyste 15 - 57a, parzyste 18 - 60, ul. Sowice nieparzyste 5 - 39, parzyste 40, ul. Stewnicka wszystkie adresy, ul. Szczepankowo nieparzyste 11 - 115, parzyste 4 - 46, ul. Truskawkowa wszystkie adresy, ul. Widawska wszystkie adresy, ul. Żyzna wszystkie adresy",2287,1778,1778,1101,1778,1090
3,105,Szkoła Podstawowa nr 61 im. Komisji Edukacji Narodowej,ul. Szczepankowo 72a Poznań,stały,"ul. Aroniowa wszystkie adresy, ul. Bobrownicka nieparzyste 1a - 13c, parzyste 2 - 44J, ul. Bocheńska wszystkie adresy, ul. Borecka wszystkie adresy, ul. Chrzanowska nieparzyste 1 - 29a, ul. Dereniowa wszystkie adresy, ul. Dobrepole wszystkie adresy, ul. Dzikiej Róży wszystkie adresy, ul. Glebowa nieparzyste 31 - 61, parzyste 24 - 78, ul. Gminna wszystkie adresy, ul. Gospodarska wszystkie adresy, ul. Gościnna wszystkie adresy, ul. Michałowo parzyste 156, ul. Mirabelkowa wszystkie adresy, ul. Na Dołku wszystkie adresy, ul. Nad Łężynką wszystkie adresy, ul. Nektarynkowa wszystkie adresy, ul. Oliwkowa parzyste 2 - 12, ul. Ostrowska nieparzyste 515 - 569, parzyste 532 - 582, ul. Plonowa parzyste 2a - 12, ul. Podjaryszki wszystkie adresy, ul. Popularna wszystkie adresy, ul. Porzeczkowa parzyste 20 - 38, ul. Powozowa wszystkie adresy, ul. Przemyska wszystkie adresy, ul. Przyjemna wszystkie adresy, ul. Rudnicka wszystkie adresy, ul. Serdeczna wszystkie adresy, ul. Sianokosy wszystkie adresy, ul. Siewierska wszystkie adresy, ul. Skowronkowa wszystkie adresy, ul. Snopowa wszystkie adresy, ul. Sokalska wszystkie adresy, ul. Sowice parzyste 2 - 38, ul. Spławie nieparzyste 33 - 93, parzyste 80 - 92, ul. Szczepankowo nieparzyste 117 - 143, 147 - 209a, parzyste 108 - 168, ul. Świątniczki wszystkie adresy, ul. Tarnowska nieparzyste 1 - 7, parzyste 2b - 20, ul. Winogronowa wszystkie adresy, ul. Wygon wszystkie adresy, ul. Zawiertowska wszystkie adresy, ul. Żeńców wszystkie adresy",2480,1877,1869,1168,1869,1169
3,106,Szkoła Podstawowa nr 61 im. Komisji Edukacji Narodowej,ul. Szczepankowo 72a Poznań,stały,"ul. Bodawska nieparzyste 17 - 23, ul. Bolesława Krzywoustego nieparzyste 121 - 135, ul. Bruzdowa wszystkie adresy, ul. Chotomińska nieparzyste 3 - 57, parzyste 6a - 38a, 40 - 48, ul. Chrzanowska parzyste 2 - 42, ul. Gardowska wszystkie adresy, ul. Glebowa nieparzyste 1 - 29a, parzyste 2 - 22, ul. Iłowska parzyste 2 - 28, ul. Łopawska wszystkie adresy, ul. Ługańska parzyste 2 - 2A, ul. Nad Pokrzywką wszystkie adresy, ul. Nad Spławką wszystkie adresy, ul. Oliwkowa nieparzyste 1 - 9, ul. Ostrowska nieparzyste 331 - 503, parzyste 328 - 364, 366/372 - 506, ul. Pastewna wszystkie adresy, ul. Plonowa nieparzyste 1 - 19, ul. Poznańskie Sady wszystkie adresy, ul. Rodawska wszystkie adresy, ul. Siedliskowa wszystkie adresy, ul. Skibowa nieparzyste 1 - 13a, parzyste 2 - 16A, ul. Spławie nieparzyste 5 - 31, parzyste 10 - 76a, ul. Szczepankowo parzyste 48 - 106, ul. Uprawna wszystkie adresy, ul. Urodzajna wszystkie adresy, ul. Ustrzycka wszystkie adresy, ul. Wieprawska wszystkie adresy, ul. Ziemska wszystkie adresy",2295,1796,1796,1176,1796,1176
4,107,Centrum Sportowe,ul. Katowicka 95 Poznań,stały,"ul. abpa Antoniego Baraniaka nieparzyste 73 - 77, parzyste 88 - 116, ul. Inflancka parzyste 4 - 14a, ul. Katowicka nieparzyste 9a - 95, ul. Lwowska wszystkie adresy, ul. Milczańska parzyste 24, ul. Prużańska wszystkie adresy, ul. Słonimska wszystkie adresy, ul. Święciańska wszystkie adresy, ul. Wołkowyska wszystkie adresy",2421,1712,1704,1101,1704,1105
4,108,Politechnika Poznańska,ul. Jana Pawła II 28 Poznań,stały,"ul. abpa Antoniego Baraniaka parzyste 4 - 6, ul. Berdychowo nieparzyste 1, ul. Bolesława Krzywoustego nieparzyste 3 - 19, ul. Czesława Niemena wszystkie adresy, ul. Inflancka parzyste 20, ul. Jana Pawła II nieparzyste 7 - 27, parzyste 24 - 28, ul. Kaliska wszystkie adresy, ul. Katowicka parzyste 2, ul. Kórnicka wszystkie adresy, ul. Łacina wszystkie adresy, ul. Maltańska wszystkie adresy, ul. Milczańska nieparzyste 1 - 47, parzyste 2 - 22, 46, ul. Na Miasteczku wszystkie adresy, ul. Piotrowo wszystkie adresy, ul. Pleszewska wszystkie adresy, ul. Polanka wszystkie adresy, ul. Przystań wszystkie adresy, ul. Serafitek wszystkie adresy, ul. Sowia wszystkie adresy, ul. św. Rocha wszystkie adresy, ul. Zabrzańska wszystkie adresy",2145,1735,1742,1081,1742,1079
4,109,Szkoła Podstawowa nr 3 im. Bolesława Krzywoustego,os. Piastowskie 27 Poznań,stały,"ul. Bolesława Krzywoustego parzyste 16, os. Piastowskie nieparzyste 3 - 35, parzyste 2 - 36, ul. Wioślarska parzyste 72 - 74",2386,2055,2056,1150,2056,1137
4,110,Szkoła Podstawowa nr 2 z Oddziałami Dwujęzycznymi im. Szarych Szeregów,os. Jagiellońskie 128 Poznań,stały,"os. Jagiellońskie nieparzyste 1 - 19, 31 - 61, 107 - 119, 121A - 121C, parzyste 2 - 20, 32 - 60, 106 - 118, 130 - 130d, ul. Józefa Piłsudskiego parzyste 2 - 20",2117,1834,1836,1034,1836,1036
4,111,Szkoła Podstawowa nr 19 im. Stanisława Staszica,os. Oświecenia 1 Poznań,stały,"os. Jagiellońskie nieparzyste 21 - 25, parzyste 22 - 26, os. Oświecenia nieparzyste 1 - 57, parzyste 2 - 56",2170,1861,1889,1153,1889,1156
4,112,Szkoła Podstawowa nr 19 im. Stanisława Staszica,os. Oświecenia 1 Poznań,stały,"os. Oświecenia nieparzyste 59 - 111, parzyste 60 - 112",2177,1821,1841,1082,1841,1085
4,113,Klub „Złota Jesień”,os. Powstań Narodowych 31 Poznań,stały,"os. Jagiellońskie parzyste 128, os. Powstań Narodowych wszystkie adresy",2341,1983,1983,1185,1983,1185
4,114,Szkoła Podstawowa nr 20 im. Stefana Batorego,os. Rzeczypospolitej 44 Poznań,stały,"os. Jagiellońskie nieparzyste 63 - 105, 121, 121D - 129, parzyste 62 - 104, 120 - 126, ul. Ludwika Zamenhofa nieparzyste 63, os. Rzeczypospolitej nieparzyste 1 - 13, 29 - 43, parzyste 4 - 12, 28 - 40, 44, ul. Wyzwolenia wszystkie adresy",2268,1898,1926,1140,1926,1140
4,115,Sportowa Szkoła Podstawowa nr 14 im. Władysława Łokietka,os. Piastowskie 65 Poznań,stały,"ul. Obrzyca wszystkie adresy, os. Piastowskie nieparzyste 43 - 73, parzyste 40 - 72, ul. Wioślarska nieparzyste 71 - 75",2324,1973,1972,1129,1972,1126
4,116,XIV Liceum Ogólnokształcące im. Kazimierza Wielkiego,os. Piastowskie 106 Poznań,stały,"ul. Ludwika Zamenhofa parzyste 128A - 142a, os. Piastowskie nieparzyste 75 - 119, parzyste 74A - 120, ul. Rataje wszystkie adresy",2698,2249,2286,1239,2286,1239
4,117,Szkoła Podstawowa nr 20 im. Stefana Batorego,os. Rzeczypospolitej 44 Poznań,stały,"ul. Chyżańska wszystkie adresy, ul. Józefa Piłsudskiego parzyste 96 - 104, ul. Morzyczańska parzyste 4 - 14, os. Rzeczypospolitej nieparzyste 17 - 27, 45 - 111, parzyste 14 - 26, 42, 46 - 110",2372,2039,2033,1224,2033,1221
4,118,Zespół Szkół Salezjańskich,os. Bohaterów II Wojny Światowej 29 Poznań,stały,"os. Bohaterów II Wojny Światowej wszystkie adresy, ul. Ludwika Zamenhofa nieparzyste 133",2576,2179,2185,1235,2185,1236
4,119,Szkoła Podstawowa nr 18 im. Zofii Nałkowskiej,os. Armii Krajowej 100 Poznań,stały,"os. Armii Krajowej nieparzyste 1 - 75, 89 - 93, 105 - 107, parzyste 2 - 76, 90 - 94B, ul. Pawia wszystkie adresy",2396,2066,2069,1236,2069,1240
4,120,Szkoła Podstawowa nr 18 im. Zofii Nałkowskiej,os. Armii Krajowej 100 Poznań,stały,"os. Armii Krajowej nieparzyste 77 - 87, 95 - 101, 109 - 149, parzyste 78 - 88, 98 - 112, 114 - 150",2427,2030,2033,1241,2033,1243
4,121,Zespół Szkół z Oddziałami Integracyjnymi nr 1,os. Stare Żegrze 1 Poznań,stały,"ul. Józefa Piłsudskiego parzyste 106 - 116, ul. Morzyczańska nieparzyste 3 - 3B, os. Polan wszystkie adresy, os. Stare Żegrze nieparzyste 49 - 61, 69 - 75, parzyste 50 - 62, 68 - 74",2285,1911,1916,1206,1916,1205
4,122,Szkoła Podstawowa nr 64 im. Marii Konopnickiej,os. Orła Białego 120 Poznań,stały,"ul. Bobrzańska nieparzyste 1 - 3 - 13, parzyste 2A - 6A, ul. Bolesława Krzywoustego parzyste 48, ul. Inflancka nieparzyste 63, ul. Milczańska nieparzyste 69, parzyste 48 - 56D, os. Stare Żegrze nieparzyste 85 - 93, 97 - 101, 111a - 173, parzyste 84 - 100, 110 - 174",2491,2029,2030,1191,2030,1192
4,123,Zespół Szkół z Oddziałami Integracyjnymi nr 1,os. Stare Żegrze 1 Poznań,stały,"os. Stare Żegrze nieparzyste 1 - 47, 63 - 67, 77 - 81, 95a - 95i, 103 - 105, 187 - 189, parzyste 2 - 48, 64 - 66, 76 - 78, 102 - 104a, 188",2297,1855,1858,1213,1858,1213
4,124,Szkoła Podstawowa nr 64 im. Marii Konopnickiej,os. Orła Białego 120 Poznań,stały,"os. Orła Białego nieparzyste 1/2, 77, 103 - 121, parzyste 72, 76, 102 - 120, os. Stare Żegrze nieparzyste 107 - 109, 177 - 185, parzyste 106 - 108, 176 - 184",2285,1899,1894,1169,1894,1169
4,125,Szkoła Podstawowa nr 64 im. Marii Konopnickiej,os. Orła Białego 120 Poznań,stały,"ul. Kurlandzka parzyste 2 - 10, ul. Obodrzycka nieparzyste 63, parzyste 68, 76, os. Orła Białego nieparzyste 3 - 41, parzyste 4 - 42, 72a",2375,1978,1981,1247,1981,1247
4,126,Szkoła Podstawowa nr 64 im. Marii Konopnickiej,os. Orła Białego 120 Poznań,stały,"os. Orła Białego nieparzyste 43 - 71, parzyste 44A - 68, 70",2413,1980,1987,1129,1987,1128
